Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Venue,Margin,Season,Round.Type,Round.Number,,
14296,13/07/2013,R16,Richmond,6,17,53,Gold Coast,6,8,44,Cazaly's Stadium,9,2013,Regular,16,,0
14297,13/07/2013,R16,Carlton,16,14,110,St Kilda,10,14,74,Docklands,36,2013,Regular,16,,0
14298,13/07/2013,R16,Brisbane Lions,18,9,117,North Melbourne,17,3,105,Gabba,12,2013,Regular,16,,0
14299,14/07/2013,R16,Sydney,24,27,171,GWS,5,12,42,S.C.G.,129,2013,Regular,16,,0
14300,14/07/2013,R16,Footscray,14,6,90,Essendon,18,13,121,Docklands,-31,2013,Regular,16,,0
14301,14/07/2013,R16,West Coast,14,9,93,Fremantle,19,7,121,Subiaco,-28,2013,Regular,16,,0
14302,19/07/2013,R17,North Melbourne,16,12,108,Carlton,16,13,109,Docklands,-1,2013,Regular,17,,0
14303,20/07/2013,R17,Hawthorn,13,17,95,Footscray,11,10,76,York Park,19,2013,Regular,17,,0
14304,20/07/2013,R17,GWS,11,11,77,Essendon,18,8,116,Sydney Showground,-39,2013,Regular,17,,0
14305,20/07/2013,R17,Gold Coast,13,7,85,Collingwood,11,12,78,Carrara,7,2013,Regular,17,,0
14306,20/07/2013,R17,Melbourne,11,9,75,Brisbane Lions,13,16,94,Marrara Oval,-19,2013,Regular,17,,0
14307,20/07/2013,R17,St Kilda,13,14,92,Port Adelaide,14,13,97,Docklands,-5,2013,Regular,17,,0
14308,21/07/2013,R17,Richmond,12,12,84,Fremantle,8,9,57,M.C.G.,27,2013,Regular,17,,0
14309,21/07/2013,R17,Adelaide,14,10,94,Geelong,14,8,92,Football Park,2,2013,Regular,17,,0
14310,21/07/2013,R17,West Coast,11,13,79,Sydney,17,11,113,Subiaco,-34,2013,Regular,17,,0
14311,26/07/2013,R18,Essendon,13,9,87,Hawthorn,22,11,143,Docklands,-56,2013,Regular,18,,0
14312,27/07/2013,R18,Gold Coast,11,11,77,Carlton,16,24,120,Carrara,-43,2013,Regular,18,,0
14313,27/07/2013,R18,Melbourne,4,4,28,North Melbourne,22,18,150,Docklands,-122,2013,Regular,18,,0
14314,27/07/2013,R18,Collingwood,15,16,106,GWS,10,6,66,M.C.G.,40,2013,Regular,18,,0
14315,27/07/2013,R18,Fremantle,11,9,75,Adelaide,7,11,53,Subiaco,22,2013,Regular,18,,0
14316,27/07/2013,R18,Geelong,21,11,137,St Kilda,5,6,36,Kardinia Park,101,2013,Regular,18,,0
14317,28/07/2013,R18,Port Adelaide,9,17,71,Brisbane Lions,9,8,62,Football Park,9,2013,Regular,18,,0
14318,28/07/2013,R18,Footscray,16,15,111,West Coast,13,11,89,Docklands,22,2013,Regular,18,,0
14319,28/07/2013,R18,Sydney,16,14,110,Richmond,9,9,63,S.C.G.,47,2013,Regular,18,,0
14320,2/08/2013,R19,North Melbourne,15,6,96,Geelong,13,8,86,Docklands,10,2013,Regular,19,,0
14321,3/08/2013,R19,GWS,19,10,124,Melbourne,12,15,87,Sydney Showground,37,2013,Regular,19,,0
14322,3/08/2013,R19,Hawthorn,9,12,66,Richmond,16,11,107,M.C.G.,-41,2013,Regular,19,,0
14323,3/08/2013,R19,West Coast,20,10,130,Gold Coast,17,11,113,Subiaco,17,2013,Regular,19,,0
14324,3/08/2013,R19,Carlton,12,8,80,Fremantle,17,14,116,Docklands,-36,2013,Regular,19,,0
14325,3/08/2013,R19,Brisbane Lions,16,12,108,St Kilda,11,11,77,Gabba,31,2013,Regular,19,,0
14326,4/08/2013,R19,Footscray,15,9,99,Sydney,21,8,134,Docklands,-35,2013,Regular,19,,0
14327,4/08/2013,R19,Adelaide,15,13,103,Port Adelaide,17,5,107,Football Park,-4,2013,Regular,19,,0
14328,4/08/2013,R19,Collingwood,20,13,133,Essendon,7,12,54,M.C.G.,79,2013,Regular,19,,0
14329,9/08/2013,R20,St Kilda,7,14,56,Hawthorn,14,18,102,Docklands,-46,2013,Regular,20,,0
14330,10/08/2013,R20,Richmond,14,13,97,Brisbane Lions,11,8,74,M.C.G.,23,2013,Regular,20,,0
14331,10/08/2013,R20,Geelong,20,9,129,Port Adelaide,16,8,104,Kardinia Park,25,2013,Regular,20,,0
14332,10/08/2013,R20,Carlton,13,11,89,Footscray,16,21,117,Docklands,-28,2013,Regular,20,,0
14333,10/08/2013,R20,Sydney,10,11,71,Collingwood,14,16,100,Stadium Australia,-29,2013,Regular,20,,0
14334,10/08/2013,R20,Gold Coast,13,12,90,Melbourne,10,17,77,Carrara,13,2013,Regular,20,,0
14335,11/08/2013,R20,Essendon,9,13,67,West Coast,18,12,120,Docklands,-53,2013,Regular,20,,0
14336,11/08/2013,R20,Adelaide,11,13,79,North Melbourne,10,10,70,Football Park,9,2013,Regular,20,,0
14337,11/08/2013,R20,Fremantle,24,13,157,GWS,6,8,44,Subiaco,113,2013,Regular,20,,0
14338,16/08/2013,R21,Hawthorn,18,11,119,Collingwood,12,12,84,M.C.G.,35,2013,Regular,21,,0
14339,17/08/2013,R21,Richmond,14,12,96,Carlton,16,10,106,M.C.G.,-10,2013,Regular,21,,0
14340,17/08/2013,R21,Port Adelaide,16,17,113,Gold Coast,14,12,96,Football Park,17,2013,Regular,21,,0
14341,17/08/2013,R21,Essendon,9,16,70,North Melbourne,17,13,115,Docklands,-45,2013,Regular,21,,0
14342,17/08/2013,R21,West Coast,6,5,41,Geelong,16,11,107,Subiaco,-66,2013,Regular,21,,0
14343,17/08/2013,R21,Brisbane Lions,18,15,123,GWS,9,9,63,Gabba,60,2013,Regular,21,,0
14344,18/08/2013,R21,Melbourne,5,8,38,Fremantle,20,13,133,M.C.G.,-95,2013,Regular,21,,0
14345,18/08/2013,R21,Sydney,18,10,118,St Kilda,8,11,59,S.C.G.,59,2013,Regular,21,,0
14346,18/08/2013,R21,Footscray,20,11,131,Adelaide,17,12,114,Docklands,17,2013,Regular,21,,0
14347,23/08/2013,R22,Collingwood,15,11,101,West Coast,5,9,39,M.C.G.,62,2013,Regular,22,,0
14348,24/08/2013,R22,Adelaide,18,12,120,Melbourne,7,10,52,Football Park,68,2013,Regular,22,,0
14349,24/08/2013,R22,North Melbourne,15,13,103,Hawthorn,17,15,117,Docklands,-14,2013,Regular,22,,0
14350,24/08/2013,R22,Geelong,13,14,92,Sydney,7,6,48,Kardinia Park,44,2013,Regular,22,,0
14351,24/08/2013,R22,Carlton,9,22,76,Essendon,12,10,82,M.C.G.,-6,2013,Regular,22,,0
14352,24/08/2013,R22,Fremantle,21,8,134,Port Adelaide,9,6,60,Subiaco,74,2013,Regular,22,,0
14353,25/08/2013,R22,St Kilda,17,14,116,Gold Coast,10,10,70,Docklands,46,2013,Regular,22,,0
14354,25/08/2013,R22,GWS,6,6,42,Richmond,25,13,163,Sydney Showground,-121,2013,Regular,22,,0
14355,25/08/2013,R22,Brisbane Lions,15,10,100,Footscray,13,15,93,Gabba,7,2013,Regular,22,,0
14356,30/08/2013,R23,Sydney,16,4,100,Hawthorn,17,10,112,Stadium Australia,-12,2013,Regular,23,,0
14357,31/08/2013,R23,St Kilda,16,16,112,Fremantle,6,5,41,Docklands,71,2013,Regular,23,,0
14358,31/08/2013,R23,Geelong,15,22,112,Brisbane Lions,17,9,111,Kardinia Park,1,2013,Regular,23,,0
14359,31/08/2013,R23,Port Adelaide,15,13,103,Carlton,15,14,104,Football Park,-1,2013,Regular,23,,0
14360,31/08/2013,R23,Essendon,9,11,65,Richmond,15,14,104,M.C.G.,-39,2013,Regular,23,,0
14361,31/08/2013,R23,West Coast,5,13,43,Adelaide,19,15,129,Subiaco,-86,2013,Regular,23,,0
14362,1/09/2013,R23,Gold Coast,22,14,146,GWS,9,9,63,Carrara,83,2013,Regular,23,,0
14363,1/09/2013,R23,Collingwood,17,12,114,North Melbourne,19,11,125,M.C.G.,-11,2013,Regular,23,,0
14364,1/09/2013,R23,Footscray,16,11,107,Melbourne,13,9,87,Docklands,20,2013,Regular,23,,0
14365,6/09/2013,QF,Hawthorn,15,15,105,Sydney,7,9,51,M.C.G.,54,2013,Finals,24,,0
14366,7/09/2013,QF,Fremantle,12,15,87,Geelong,9,18,72,Kardinia Park,15,2013,Finals,24,,0
14367,7/09/2013,EF,Port Adelaide,12,15,87,Collingwood,9,9,63,M.C.G.,24,2013,Finals,24,,0
14368,8/09/2013,EF,Carlton,18,8,116,Richmond,14,12,96,M.C.G.,20,2013,Finals,24,,0
14369,13/09/2013,SF,Geelong,13,18,96,Port Adelaide,12,8,80,M.C.G.,16,2013,Finals,25,,0
14370,14/09/2013,SF,Sydney,13,8,86,Carlton,8,14,62,Stadium Australia,24,2013,Finals,25,,0
14371,20/09/2013,PF,Hawthorn,14,18,102,Geelong,15,7,97,M.C.G.,5,2013,Finals,26,,0
14372,21/09/2013,PF,Fremantle,14,15,99,Sydney,11,8,74,Subiaco,25,2013,Finals,26,,0
14373,28/09/2013,GF,Hawthorn,11,11,77,Fremantle,8,14,62,M.C.G.,15,2013,Finals,27,,0
14374,14/03/2014,R1,Collingwood,5,16,46,Fremantle,17,14,116,Docklands,-70,2014,Regular,1,,0
14375,15/03/2014,R1,GWS,15,9,99,Sydney,9,13,67,Sydney Showground,32,2014,Regular,1,,0
14376,15/03/2014,R1,Gold Coast,12,15,87,Richmond,10,9,69,Carrara,18,2014,Regular,1,,0
14377,16/03/2014,R1,Carlton,12,15,87,Port Adelaide,18,12,120,Docklands,-33,2014,Regular,1,,0
14378,20/03/2014,R1,Geelong,18,11,119,Adelaide,12,9,81,Kardinia Park,38,2014,Regular,1,,0
14379,21/03/2014,R1,North Melbourne,9,6,60,Essendon,15,9,99,Docklands,-39,2014,Regular,1,,0
14380,22/03/2014,R1,Hawthorn,21,13,139,Brisbane Lions,13,13,91,York Park,48,2014,Regular,1,,0
14381,22/03/2014,R1,St Kilda,10,8,68,Melbourne,6,15,51,Docklands,17,2014,Regular,1,,0
14382,23/03/2014,R1,West Coast,21,8,134,Footscray,11,3,69,Subiaco,65,2014,Regular,1,,0
14383,27/03/2014,R2,Richmond,14,14,98,Carlton,12,14,86,M.C.G.,12,2014,Regular,2,,0
14384,28/03/2014,R2,Essendon,12,14,86,Hawthorn,13,12,90,Docklands,-4,2014,Regular,2,,0
14385,29/03/2014,R2,St Kilda,15,5,95,GWS,13,10,88,Docklands,7,2014,Regular,2,,0
14386,29/03/2014,R2,Port Adelaide,19,13,127,Adelaide,11,7,73,Adelaide Oval,54,2014,Regular,2,,0
14387,29/03/2014,R2,Sydney,10,9,69,Collingwood,12,17,89,Stadium Australia,-20,2014,Regular,2,,0
14388,29/03/2014,R2,Fremantle,12,15,87,Gold Coast,5,9,39,Subiaco,48,2014,Regular,2,,0
14389,30/03/2014,R2,Brisbane Lions,10,8,68,Geelong,13,15,93,Gabba,-25,2014,Regular,2,,0
14390,30/03/2014,R2,Melbourne,4,6,30,West Coast,18,15,123,M.C.G.,-93,2014,Regular,2,,0
14391,30/03/2014,R2,Footscray,8,6,54,North Melbourne,12,11,83,Docklands,-29,2014,Regular,2,,0
14392,4/04/2014,R3,Hawthorn,21,11,137,Fremantle,11,13,79,M.C.G.,58,2014,Regular,3,,0
14393,5/04/2014,R3,Adelaide,9,17,71,Sydney,21,8,134,Adelaide Oval,-63,2014,Regular,3,,0
14394,5/04/2014,R3,Footscray,15,10,100,Richmond,15,8,98,Docklands,2,2014,Regular,3,,0
14395,5/04/2014,R3,Gold Coast,17,12,114,Brisbane Lions,9,7,61,Carrara,53,2014,Regular,3,,0
14396,5/04/2014,R3,Collingwood,11,10,76,Geelong,12,15,87,M.C.G.,-11,2014,Regular,3,,0
14397,5/04/2014,R3,West Coast,12,11,83,St Kilda,8,10,58,Subiaco,25,2014,Regular,3,,0
14398,6/04/2014,R3,GWS,10,19,79,Melbourne,7,5,47,Sydney Showground,32,2014,Regular,3,,0
14399,6/04/2014,R3,North Melbourne,14,13,97,Port Adelaide,13,12,90,Docklands,7,2014,Regular,3,,0
14400,6/04/2014,R3,Essendon,21,12,138,Carlton,8,9,57,M.C.G.,81,2014,Regular,3,,0
14401,11/04/2014,R4,Richmond,10,12,72,Collingwood,16,14,110,M.C.G.,-38,2014,Regular,4,,0
14402,12/04/2014,R4,Carlton,7,16,58,Melbourne,12,9,81,M.C.G.,-23,2014,Regular,4,,0
14403,12/04/2014,R4,Port Adelaide,24,15,159,Brisbane Lions,7,4,46,Adelaide Oval,113,2014,Regular,4,,0
14404,12/04/2014,R4,GWS,12,11,83,Footscray,17,8,110,Manuka Oval,-27,2014,Regular,4,,0
14405,12/04/2014,R4,Geelong,16,11,107,West Coast,4,8,32,Kardinia Park,75,2014,Regular,4,,0
14406,12/04/2014,R4,Gold Coast,7,7,49,Hawthorn,23,10,148,Carrara,-99,2014,Regular,4,,0
14407,13/04/2014,R4,Sydney,6,12,48,North Melbourne,13,13,91,S.C.G.,-43,2014,Regular,4,,0
14408,13/04/2014,R4,St Kilda,7,8,50,Adelaide,20,16,136,Docklands,-86,2014,Regular,4,,0
14409,13/04/2014,R4,Fremantle,18,5,113,Essendon,9,6,60,Subiaco,53,2014,Regular,4,,0
14410,17/04/2014,R5,Brisbane Lions,9,9,63,Richmond,15,16,106,Gabba,-43,2014,Regular,5,,0
14411,19/04/2014,R5,Collingwood,13,15,93,North Melbourne,8,10,58,M.C.G.,35,2014,Regular,5,,0
14412,19/04/2014,R5,Sydney,13,14,92,Fremantle,11,9,75,S.C.G.,17,2014,Regular,5,,0
14413,19/04/2014,R5,Essendon,9,11,65,St Kilda,11,15,81,Docklands,-16,2014,Regular,5,,0
14414,19/04/2014,R5,West Coast,7,14,56,Port Adelaide,10,10,70,Subiaco,-14,2014,Regular,5,,0
14415,20/04/2014,R5,Adelaide,21,11,137,GWS,10,12,72,Adelaide Oval,65,2014,Regular,5,,0
14416,20/04/2014,R5,Melbourne,11,12,78,Gold Coast,11,20,86,M.C.G.,-8,2014,Regular,5,,0
14417,20/04/2014,R5,Footscray,13,13,91,Carlton,18,11,119,Docklands,-28,2014,Regular,5,,0
14418,21/04/2014,R5,Geelong,15,16,106,Hawthorn,12,15,87,M.C.G.,19,2014,Regular,5,,0
14419,25/04/2014,R6,Collingwood,12,11,83,Essendon,8,12,60,M.C.G.,23,2014,Regular,6,,0
14420,25/04/2014,R6,St Kilda,11,13,79,Brisbane Lions,12,10,82,Wellington,-3,2014,Regular,6,,0
14421,25/04/2014,R6,Fremantle,8,13,61,North Melbourne,10,14,74,Subiaco,-13,2014,Regular,6,,0
14422,26/04/2014,R6,Gold Coast,20,14,134,GWS,13,16,94,Carrara,40,2014,Regular,6,,0
14423,26/04/2014,R6,Carlton,14,8,92,West Coast,12,17,89,Docklands,3,2014,Regular,6,,0
14424,26/04/2014,R6,Melbourne,5,8,38,Sydney,9,15,69,M.C.G.,-31,2014,Regular,6,,0
14425,27/04/2014,R6,Footscray,12,11,83,Adelaide,13,14,92,Docklands,-9,2014,Regular,6,,0
14426,27/04/2014,R6,Richmond,7,10,52,Hawthorn,18,10,118,M.C.G.,-66,2014,Regular,6,,0
14427,27/04/2014,R6,Port Adelaide,16,11,107,Geelong,9,13,67,Adelaide Oval,40,2014,Regular,6,,0
14428,2/05/2014,R7,Carlton,10,10,70,Collingwood,14,20,104,M.C.G.,-34,2014,Regular,7,,0
14429,3/05/2014,R7,Hawthorn,27,13,175,St Kilda,4,6,30,M.C.G.,145,2014,Regular,7,,0
14430,3/05/2014,R7,GWS,15,7,97,Port Adelaide,20,12,132,Manuka Oval,-35,2014,Regular,7,,0
14431,3/05/2014,R7,Adelaide,9,13,67,Melbourne,11,4,70,Adelaide Oval,-3,2014,Regular,7,,0
14432,3/05/2014,R7,Essendon,10,13,73,Footscray,9,11,65,Docklands,8,2014,Regular,7,,0
14433,3/05/2014,R7,Brisbane Lions,6,8,44,Sydney,18,15,123,Gabba,-79,2014,Regular,7,,0
14434,4/05/2014,R7,North Melbourne,11,11,77,Gold Coast,18,12,120,Docklands,-43,2014,Regular,7,,0
14435,4/05/2014,R7,Geelong,11,15,81,Richmond,12,4,76,M.C.G.,5,2014,Regular,7,,0
14436,4/05/2014,R7,West Coast,7,12,54,Fremantle,11,7,73,Subiaco,-19,2014,Regular,7,,0
14437,9/05/2014,R8,Sydney,15,17,107,Hawthorn,13,10,88,Stadium Australia,19,2014,Regular,8,,0
14438,10/05/2014,R8,Port Adelaide,13,16,94,Fremantle,11,10,76,Adelaide Oval,18,2014,Regular,8,,0
14439,10/05/2014,R8,Brisbane Lions,8,9,57,Essendon,9,11,65,Gabba,-8,2014,Regular,8,,0
14440,10/05/2014,R8,Melbourne,12,11,83,Footscray,15,9,99,M.C.G.,-16,2014,Regular,8,,0
14441,11/05/2014,R8,West Coast,30,8,188,GWS,12,5,77,Subiaco,111,2014,Regular,8,,0
14442,12/05/2014,R8,St Kilda,9,15,69,Carlton,15,11,101,Docklands,-32,2014,Regular,8,,0
14443,15/05/2014,R9,Adelaide,10,16,76,Collingwood,7,13,55,Adelaide Oval,21,2014,Regular,9,,0
14444,16/05/2014,R9,Essendon,9,10,64,Sydney,18,6,114,Docklands,-50,2014,Regular,9,,0
14445,17/05/2014,R9,Richmond,9,20,74,Melbourne,14,7,91,M.C.G.,-17,2014,Regular,9,,0
14446,17/05/2014,R9,North Melbourne,17,23,125,Brisbane Lions,6,2,38,Docklands,87,2014,Regular,9,,0
14447,17/05/2014,R9,Fremantle,13,18,96,Geelong,9,10,64,Subiaco,32,2014,Regular,9,,0
14448,18/05/2014,R9,St Kilda,13,9,87,Gold Coast,19,11,125,Docklands,-38,2014,Regular,9,,0
14449,23/05/2014,R10,Geelong,16,15,111,North Melbourne,13,13,91,Kardinia Park,20,2014,Regular,10,,0
14450,24/05/2014,R10,GWS,5,11,41,Richmond,24,10,154,Sydney Showground,-113,2014,Regular,10,,0
14451,24/05/2014,R10,Collingwood,17,7,109,West Coast,15,11,101,M.C.G.,8,2014,Regular,10,,0
14452,24/05/2014,R10,Port Adelaide,15,10,100,Hawthorn,13,8,86,Adelaide Oval,14,2014,Regular,10,,0
14453,25/05/2014,R10,Gold Coast,18,11,119,Footscray,10,14,74,Carrara,45,2014,Regular,10,,0
14454,25/05/2014,R10,Carlton,12,9,81,Adelaide,10,16,76,M.C.G.,5,2014,Regular,10,,0
14455,29/05/2014,R11,Sydney,22,16,148,Geelong,5,8,38,S.C.G.,110,2014,Regular,11,,0
14456,30/05/2014,R11,St Kilda,8,6,54,Collingwood,21,14,140,Docklands,-86,2014,Regular,11,,0
14457,31/05/2014,R11,Melbourne,11,9,75,Port Adelaide,14,11,95,Traeger Park,-20,2014,Regular,11,,0
14458,31/05/2014,R11,Brisbane Lions,14,14,98,Carlton,13,13,91,Gabba,7,2014,Regular,11,,0
14459,31/05/2014,R11,Essendon,15,14,104,Richmond,7,12,54,M.C.G.,50,2014,Regular,11,,0
14460,1/06/2014,R11,Adelaide,16,13,109,Gold Coast,11,11,77,Adelaide Oval,32,2014,Regular,11,,0
14461,1/06/2014,R11,Footscray,6,15,51,Fremantle,13,11,89,Docklands,-38,2014,Regular,11,,0
14462,1/06/2014,R11,Hawthorn,14,10,94,GWS,13,9,87,M.C.G.,7,2014,Regular,11,,0
14463,1/06/2014,R11,West Coast,6,8,44,North Melbourne,12,10,82,Subiaco,-38,2014,Regular,11,,0
14464,6/06/2014,R12,Geelong,16,11,107,Carlton,15,12,102,Docklands,5,2014,Regular,12,,0
14465,7/06/2014,R12,Hawthorn,19,9,123,West Coast,12,7,79,York Park,44,2014,Regular,12,,0
14466,7/06/2014,R12,Port Adelaide,19,15,129,St Kilda,9,5,59,Adelaide Oval,70,2014,Regular,12,,0
14467,7/06/2014,R12,GWS,9,12,66,Essendon,11,15,81,Sydney Showground,-15,2014,Regular,12,,0
14468,7/06/2014,R12,Footscray,13,9,87,Brisbane Lions,14,11,95,Docklands,-8,2014,Regular,12,,0
14469,8/06/2014,R12,Gold Coast,10,14,74,Sydney,17,7,109,Carrara,-35,2014,Regular,12,,0
14470,8/06/2014,R12,Fremantle,12,18,90,Adelaide,7,8,50,Subiaco,40,2014,Regular,12,,0
14471,8/06/2014,R12,North Melbourne,17,14,116,Richmond,13,10,88,Docklands,28,2014,Regular,12,,0
14472,9/06/2014,R12,Melbourne,3,10,28,Collingwood,8,13,61,M.C.G.,-33,2014,Regular,12,,0
14473,13/06/2014,R13,Carlton,13,12,90,Hawthorn,18,10,118,M.C.G.,-28,2014,Regular,13,,0
14474,14/06/2014,R13,Richmond,12,13,85,Fremantle,16,9,105,M.C.G.,-20,2014,Regular,13,,0
14475,14/06/2014,R13,Sydney,14,14,98,Port Adelaide,13,16,94,S.C.G.,4,2014,Regular,13,,0
14476,14/06/2014,R13,West Coast,15,13,103,Gold Coast,15,10,100,Subiaco,3,2014,Regular,13,,0
14477,14/06/2014,R13,Adelaide,16,13,109,North Melbourne,10,13,73,Adelaide Oval,36,2014,Regular,13,,0
14478,14/06/2014,R13,Brisbane Lions,12,8,80,GWS,19,11,125,Gabba,-45,2014,Regular,13,,0
14479,15/06/2014,R13,Geelong,20,13,133,St Kilda,5,7,37,Kardinia Park,96,2014,Regular,13,,0
14480,15/06/2014,R13,Collingwood,15,8,98,Footscray,16,10,106,Docklands,-8,2014,Regular,13,,0
14481,15/06/2014,R13,Essendon,10,17,77,Melbourne,12,6,78,M.C.G.,-1,2014,Regular,13,,0
14482,20/06/2014,R14,Richmond,7,9,51,Sydney,9,8,62,M.C.G.,-11,2014,Regular,14,,0
14483,21/06/2014,R14,Port Adelaide,19,14,128,Footscray,8,8,56,Adelaide Oval,72,2014,Regular,14,,0
14484,21/06/2014,R14,Hawthorn,17,13,115,Collingwood,13,8,86,M.C.G.,29,2014,Regular,14,,0
14485,21/06/2014,R14,Gold Coast,17,16,118,Geelong,11,12,78,Carrara,40,2014,Regular,14,,0
14486,21/06/2014,R14,Essendon,15,11,101,Adelaide,14,8,92,Docklands,9,2014,Regular,14,,0
14487,21/06/2014,R14,Fremantle,15,15,105,Brisbane Lions,3,4,22,Subiaco,83,2014,Regular,14,,0
14488,22/06/2014,R14,GWS,15,10,100,Carlton,14,8,92,Sydney Showground,8,2014,Regular,14,,0
14489,22/06/2014,R14,St Kilda,10,10,70,West Coast,15,13,103,Docklands,-33,2014,Regular,14,,0
14490,22/06/2014,R14,Melbourne,10,6,66,North Melbourne,15,17,107,M.C.G.,-41,2014,Regular,14,,0
14491,27/06/2014,R15,Geelong,13,11,89,Essendon,11,14,80,Docklands,9,2014,Regular,15,,0
14492,28/06/2014,R15,Hawthorn,17,14,116,Gold Coast,10,3,63,York Park,53,2014,Regular,15,,0
14493,28/06/2014,R15,St Kilda,11,7,73,Richmond,18,9,117,Docklands,-44,2014,Regular,15,,0
14494,28/06/2014,R15,Fremantle,13,10,88,West Coast,11,15,81,Subiaco,7,2014,Regular,15,,0
14495,28/06/2014,R15,Brisbane Lions,10,10,70,North Melbourne,9,12,66,Gabba,4,2014,Regular,15,,0
14496,28/06/2014,R15,Sydney,15,16,106,GWS,8,12,60,S.C.G.,46,2014,Regular,15,,0
14497,29/06/2014,R15,Footscray,14,7,91,Melbourne,13,7,85,Docklands,6,2014,Regular,15,,0
14498,29/06/2014,R15,Adelaide,14,15,99,Port Adelaide,10,16,76,Adelaide Oval,23,2014,Regular,15,,0
14499,29/06/2014,R15,Collingwood,13,13,91,Carlton,11,10,76,M.C.G.,15,2014,Regular,15,,0
14500,4/07/2014,R16,North Melbourne,16,12,108,Hawthorn,13,10,88,Docklands,20,2014,Regular,16,,0
14501,5/07/2014,R16,Richmond,12,7,79,Brisbane Lions,7,12,54,M.C.G.,25,2014,Regular,16,,0
14502,5/07/2014,R16,GWS,9,18,72,Adelaide,20,20,140,Sydney Showground,-68,2014,Regular,16,,0
14503,5/07/2014,R16,Gold Coast,11,14,80,Collingwood,10,15,75,Carrara,5,2014,Regular,16,,0
14504,5/07/2014,R16,Port Adelaide,7,18,60,Essendon,8,14,62,Adelaide Oval,-2,2014,Regular,16,,0
14505,5/07/2014,R16,Melbourne,4,10,34,Fremantle,15,7,97,Marrara Oval,-63,2014,Regular,16,,0
14506,6/07/2014,R16,Carlton,24,7,151,St Kilda,10,6,66,Docklands,85,2014,Regular,16,,0
14507,6/07/2014,R16,West Coast,7,9,51,Sydney,10,19,79,Subiaco,-28,2014,Regular,16,,0
14508,6/07/2014,R16,Geelong,10,9,69,Footscray,7,14,56,Kardinia Park,13,2014,Regular,16,,0
14509,11/07/2014,R17,Adelaide,14,8,92,Hawthorn,15,14,104,Adelaide Oval,-12,2014,Regular,17,,0
14510,12/07/2014,R17,Melbourne,5,6,36,Geelong,14,18,102,M.C.G.,-66,2014,Regular,17,,0
14511,12/07/2014,R17,North Melbourne,13,14,92,St Kilda,3,15,33,Bellerive Oval,59,2014,Regular,17,,0
14512,12/07/2014,R17,Footscray,13,16,94,Gold Coast,9,12,66,Cazaly's Stadium,28,2014,Regular,17,,0
14513,12/07/2014,R17,Sydney,18,14,122,Carlton,7,9,51,S.C.G.,71,2014,Regular,17,,0
14514,12/07/2014,R17,Brisbane Lions,9,10,64,West Coast,11,10,76,Gabba,-12,2014,Regular,17,,0
14515,13/07/2014,R17,Richmond,19,12,126,Port Adelaide,16,10,106,Docklands,20,2014,Regular,17,,0
14516,13/07/2014,R17,Essendon,16,7,103,Collingwood,5,9,39,M.C.G.,64,2014,Regular,17,,0
14517,13/07/2014,R17,Fremantle,21,10,136,GWS,9,6,60,Subiaco,76,2014,Regular,17,,0
14518,18/07/2014,R18,Carlton,16,13,109,North Melbourne,13,8,86,Docklands,23,2014,Regular,18,,0
14519,19/07/2014,R18,St Kilda,17,16,118,Fremantle,9,6,60,Docklands,58,2014,Regular,18,,0
14520,19/07/2014,R18,GWS,12,15,87,Geelong,13,16,94,Sydney Showground,-7,2014,Regular,18,,0
14521,20/07/2014,R18,Port Adelaide,10,12,72,Melbourne,10,9,69,Adelaide Oval,3,2014,Regular,18,,0
14522,20/07/2014,R18,Footscray,14,10,94,Essendon,15,11,101,Docklands,-7,2014,Regular,18,,0
14523,25/07/2014,R18,West Coast,6,6,42,Richmond,8,11,59,Subiaco,-17,2014,Regular,18,,0
14524,26/07/2014,R18,Brisbane Lions,16,14,110,Gold Coast,8,8,56,Gabba,54,2014,Regular,18,,0
14525,26/07/2014,R18,Hawthorn,15,14,104,Sydney,13,16,94,M.C.G.,10,2014,Regular,18,,0
14526,27/07/2014,R18,Collingwood,12,10,82,Adelaide,14,14,98,M.C.G.,-16,2014,Regular,18,,0
14527,31/07/2014,R19,Fremantle,12,11,83,Carlton,11,12,78,Subiaco,5,2014,Regular,19,,0
14528,1/08/2014,R19,Sydney,11,13,79,Essendon,8,9,57,S.C.G.,22,2014,Regular,19,,0
14529,2/08/2014,R19,Adelaide,16,9,105,West Coast,20,16,136,Adelaide Oval,-31,2014,Regular,19,,0
14530,2/08/2014,R19,Richmond,13,11,89,GWS,8,14,62,M.C.G.,27,2014,Regular,19,,0
14531,2/08/2014,R19,North Melbourne,10,19,79,Geelong,16,15,111,Docklands,-32,2014,Regular,19,,0
14532,2/08/2014,R19,Gold Coast,17,15,117,St Kilda,9,10,64,Carrara,53,2014,Regular,19,,0
14533,3/08/2014,R19,Melbourne,6,15,51,Brisbane Lions,11,8,74,Docklands,-23,2014,Regular,19,,0
14534,3/08/2014,R19,Hawthorn,16,11,107,Footscray,6,9,45,York Park,62,2014,Regular,19,,0
14535,3/08/2014,R19,Collingwood,11,10,76,Port Adelaide,10,10,70,M.C.G.,6,2014,Regular,19,,0
14536,8/08/2014,R20,Richmond,14,11,95,Essendon,11,11,77,M.C.G.,18,2014,Regular,20,,0
